# fid r11 r12 r13 tx r21 r22 r23 ty r31 r32 r33 tz
3416 -0.21305 0.97654 -0.03127 52.03160 -0.97667 -0.21374 -0.02074 32.54332 -0.02694 0.02612 0.99930 1.39082
3417 -0.21682 0.97570 -0.03154 51.97512 -0.97591 -0.21744 -0.01779 32.54394 -0.02421 0.02692 0.99934 1.38354
3418 -0.21962 0.97506 -0.03213 51.89065 -0.97527 -0.22027 -0.01830 32.56359 -0.02492 0.02731 0.99932 1.37187
3419 -0.22116 0.97478 -0.02983 51.79442 -0.97493 -0.22176 -0.01848 32.59701 -0.02463 0.02500 0.99938 1.37046
3420 -0.22469 0.97397 -0.03010 51.71314 -0.97406 -0.22535 -0.02056 32.62303 -0.02680 0.02470 0.99934 1.37110
3421 -0.22819 0.97313 -0.03093 51.62890 -0.97324 -0.22887 -0.02071 32.65410 -0.02723 0.02538 0.99931 1.37391
3422 -0.23202 0.97220 -0.03157 51.55408 -0.97241 -0.23263 -0.01745 32.65930 -0.02431 0.02666 0.99935 1.36010
3423 -0.23537 0.97133 -0.03347 51.47810 -0.97158 -0.23603 -0.01765 32.68297 -0.02505 0.02836 0.99928 1.35694
3424 -0.23912 0.97048 -0.03130 51.39186 -0.97070 -0.23971 -0.01649 32.70994 -0.02351 0.02644 0.99937 1.36458
3425 -0.24225 0.96971 -0.03137 51.30361 -0.96977 -0.24299 -0.02240 32.74609 -0.02935 0.02500 0.99926 1.34738
3426 -0.24459 0.96911 -0.03151 51.20242 -0.96919 -0.24533 -0.02203 32.76712 -0.02908 0.02515 0.99926 1.34484
3427 -0.24811 0.96824 -0.03082 51.13549 -0.96840 -0.24873 -0.01829 32.78258 -0.02537 0.02531 0.99936 1.33653
3428 -0.25208 0.96728 -0.02875 51.04855 -0.96730 -0.25273 -0.02163 32.80917 -0.02818 0.02236 0.99935 1.34392
3429 -0.25548 0.96641 -0.02800 50.97885 -0.96638 -0.25612 -0.02248 32.82095 -0.02889 0.02131 0.99936 1.35261
3430 -0.26079 0.96490 -0.03092 50.88534 -0.96490 -0.26155 -0.02365 32.85946 -0.03091 0.02366 0.99924 1.34464
3431 -0.26590 0.96345 -0.03246 50.80459 -0.96357 -0.26664 -0.02096 32.88714 -0.02885 0.02571 0.99925 1.32506
3432 -0.27022 0.96220 -0.03392 50.72061 -0.96237 -0.27098 -0.02030 32.90119 -0.02873 0.02716 0.99922 1.33314
3433 -0.27124 0.96185 -0.03576 50.64015 -0.96213 -0.27199 -0.01803 32.93680 -0.02707 0.02952 0.99920 1.32387
3434 -0.27169 0.96151 -0.04093 50.56043 -0.96197 -0.27258 -0.01793 32.95552 -0.02840 0.03451 0.99900 1.31218
3435 -0.27025 0.96196 -0.03996 50.45875 -0.96244 -0.27104 -0.01568 32.98280 -0.02591 0.03422 0.99908 1.30806
3436 -0.27081 0.96187 -0.03840 50.35700 -0.96234 -0.27149 -0.01364 33.01082 -0.02355 0.03326 0.99917 1.31800
3437 -0.27120 0.96194 -0.03349 50.27801 -0.96227 -0.27177 -0.01363 33.04527 -0.02222 0.02853 0.99935 1.30999
3438 -0.27150 0.96193 -0.03120 50.20744 -0.96214 -0.27208 -0.01607 33.07678 -0.02394 0.02566 0.99938 1.30952
3439 -0.27068 0.96220 -0.03003 50.13199 -0.96225 -0.27135 -0.02096 33.09926 -0.02831 0.02323 0.99933 1.30152
3440 -0.27009 0.96237 -0.03002 50.04385 -0.96242 -0.27076 -0.02098 33.12743 -0.02832 0.02322 0.99933 1.29206
3441 -0.26970 0.96257 -0.02688 49.93056 -0.96253 -0.27030 -0.02176 33.14323 -0.02821 0.02001 0.99940 1.29359
3442 -0.26929 0.96284 -0.02044 49.86453 -0.96275 -0.26969 -0.01974 33.16917 -0.02452 0.01436 0.99960 1.31553
3443 -0.26897 0.96289 -0.02249 49.79525 -0.96271 -0.26948 -0.02387 33.19813 -0.02904 0.01523 0.99946 1.29263
3444 -0.26692 0.96338 -0.02555 49.72126 -0.96330 -0.26749 -0.02246 33.21788 -0.02847 0.01861 0.99942 1.28246
3445 -0.26619 0.96343 -0.03063 49.61375 -0.96339 -0.26696 -0.02474 33.24437 -0.03201 0.02292 0.99922 1.27580
3446 -0.26606 0.96342 -0.03226 49.51388 -0.96339 -0.26690 -0.02529 33.28878 -0.03298 0.02434 0.99916 1.27641
3447 -0.26792 0.96297 -0.02998 49.41455 -0.96297 -0.26864 -0.02306 33.31432 -0.03026 0.02269 0.99928 1.27407
3448 -0.26532 0.96363 -0.03180 49.35488 -0.96359 -0.26616 -0.02562 33.30936 -0.03315 0.02385 0.99917 1.26606
3449 -0.26432 0.96380 -0.03496 49.25508 -0.96381 -0.26528 -0.02630 33.34742 -0.03462 0.02675 0.99904 1.26459
3450 -0.26356 0.96395 -0.03669 49.17429 -0.96401 -0.26457 -0.02632 33.37840 -0.03508 0.02843 0.99898 1.25995
3451 -0.26222 0.96441 -0.03387 49.08542 -0.96444 -0.26311 -0.02521 33.41371 -0.03323 0.02605 0.99911 1.27286
3452 -0.26208 0.96440 -0.03521 49.02012 -0.96428 -0.26315 -0.03026 33.43500 -0.03845 0.02602 0.99892 1.26283
3453 -0.25920 0.96520 -0.03469 48.93828 -0.96507 -0.26025 -0.03002 33.44334 -0.03801 0.02569 0.99895 1.25798
3454 -0.25958 0.96520 -0.03179 48.82836 -0.96507 -0.26048 -0.02820 33.45820 -0.03550 0.02336 0.99910 1.25350
3455 -0.26082 0.96503 -0.02641 48.73372 -0.96481 -0.26151 -0.02734 33.51665 -0.03329 0.01835 0.99928 1.26059
3456 -0.26036 0.96521 -0.02412 48.65791 -0.96489 -0.26101 -0.02929 33.54410 -0.03457 0.01565 0.99928 1.24702
3457 -0.25842 0.96552 -0.03135 48.59385 -0.96522 -0.25940 -0.03250 33.54479 -0.03951 0.02186 0.99898 1.25061
3458 -0.25659 0.96597 -0.03254 48.50202 -0.96577 -0.25758 -0.03073 33.53796 -0.03807 0.02354 0.99900 1.26030
3459 -0.25584 0.96609 -0.03501 48.41192 -0.96590 -0.25695 -0.03199 33.58559 -0.03990 0.02563 0.99887 1.25472
3460 -0.25841 0.96541 -0.03479 48.30486 -0.96517 -0.25954 -0.03297 33.62203 -0.04086 0.02506 0.99885 1.23248
3461 -0.26403 0.96390 -0.03437 48.21660 -0.96371 -0.26510 -0.03139 33.64406 -0.03936 0.02484 0.99892 1.22871
3462 -0.27393 0.96115 -0.03396 48.13264 -0.96098 -0.27495 -0.03040 33.67234 -0.03856 0.02430 0.99896 1.23874
3463 -0.28683 0.95739 -0.03373 48.03077 -0.95715 -0.28787 -0.03159 33.68242 -0.03995 0.02322 0.99893 1.22708
3464 -0.29667 0.95439 -0.03357 47.95228 -0.95411 -0.29772 -0.03232 33.69679 -0.04084 0.02244 0.99891 1.23106
3465 -0.30321 0.95244 -0.03032 47.86958 -0.95199 -0.30417 -0.03463 33.73922 -0.04221 0.01837 0.99894 1.22873
3466 -0.30867 0.95067 -0.03078 47.80888 -0.95006 -0.30972 -0.03829 33.77891 -0.04593 0.01742 0.99879 1.22098
3467 -0.31360 0.94908 -0.03014 47.70613 -0.94858 -0.31456 -0.03544 33.81742 -0.04312 0.01748 0.99892 1.23460
3468 -0.32031 0.94668 -0.03462 47.59803 -0.94629 -0.32144 -0.03466 33.84269 -0.04394 0.02166 0.99880 1.21831
3469 -0.32579 0.94475 -0.03600 47.53577 -0.94445 -0.32696 -0.03325 33.84394 -0.04318 0.02317 0.99880 1.22131
3470 -0.33194 0.94268 -0.03407 47.42310 -0.94229 -0.33304 -0.03437 33.87164 -0.04374 0.02069 0.99883 1.21583
3471 -0.33940 0.94004 -0.03381 47.29845 -0.93954 -0.34052 -0.03612 33.91202 -0.04547 0.01950 0.99878 1.20952
3472 -0.34408 0.93837 -0.03264 47.21381 -0.93769 -0.34521 -0.03953 33.95706 -0.04836 0.01700 0.99869 1.19172
3473 -0.34537 0.93793 -0.03177 47.14489 -0.93721 -0.34646 -0.04000 33.97330 -0.04852 0.01597 0.99869 1.18946
3474 -0.34590 0.93775 -0.03117 47.05498 -0.93718 -0.34691 -0.03665 34.00199 -0.04518 0.01654 0.99884 1.20978
3475 -0.34695 0.93746 -0.02808 46.97426 -0.93678 -0.34783 -0.03818 34.03293 -0.04556 0.01306 0.99888 1.20478
3476 -0.34844 0.93691 -0.02801 46.89283 -0.93615 -0.34934 -0.03973 34.05900 -0.04701 0.01238 0.99882 1.19801
3477 -0.34827 0.93682 -0.03280 46.80786 -0.93597 -0.34946 -0.04295 34.09382 -0.05170 0.01574 0.99854 1.18202
3478 -0.34702 0.93731 -0.03212 46.72483 -0.93662 -0.34812 -0.03951 34.11331 -0.04822 0.01638 0.99870 1.18183
3479 -0.34629 0.93757 -0.03239 46.64201 -0.93691 -0.34740 -0.03895 34.14501 -0.04777 0.01686 0.99872 1.18768
3480 -0.34811 0.93685 -0.03359 46.54349 -0.93612 -0.34931 -0.04078 34.18062 -0.04994 0.01725 0.99860 1.18027
3481 -0.34676 0.93739 -0.03241 46.47432 -0.93673 -0.34786 -0.03912 34.22429 -0.04795 0.01679 0.99871 1.17924
3482 -0.34599 0.93768 -0.03229 46.40306 -0.93705 -0.34708 -0.03839 34.23536 -0.04720 0.01698 0.99874 1.18524
3483 -0.34591 0.93790 -0.02632 46.30775 -0.93723 -0.34671 -0.03727 34.26699 -0.04408 0.01177 0.99896 1.18154
3484 -0.34507 0.93824 -0.02523 46.23154 -0.93746 -0.34585 -0.03957 34.30368 -0.04585 0.01000 0.99890 1.18437
3485 -0.34503 0.93823 -0.02601 46.15554 -0.93750 -0.34584 -0.03862 34.32957 -0.04523 0.01106 0.99892 1.18085
3486 -0.34395 0.93848 -0.03079 46.09759 -0.93774 -0.34500 -0.04016 34.35694 -0.04832 0.01506 0.99872 1.16178
3487 -0.34319 0.93859 -0.03560 45.98444 -0.93786 -0.34450 -0.04159 34.39483 -0.05130 0.01911 0.99850 1.14937
3488 -0.34408 0.93819 -0.03764 45.88927 -0.93772 -0.34540 -0.03712 34.42654 -0.04783 0.02253 0.99860 1.16410
3489 -0.34219 0.93874 -0.04086 45.83974 -0.93845 -0.34362 -0.03530 34.45140 -0.04718 0.02627 0.99854 1.17522
3490 -0.34316 0.93827 -0.04346 45.74112 -0.93809 -0.34469 -0.03441 34.48911 -0.04726 0.02896 0.99846 1.15992
3491 -0.34188 0.93870 -0.04432 45.65970 -0.93863 -0.34339 -0.03263 34.52712 -0.04584 0.03044 0.99848 1.15926
3492 -0.34226 0.93883 -0.03807 45.55032 -0.93868 -0.34344 -0.03047 34.55303 -0.04168 0.02531 0.99881 1.15548
3493 -0.33943 0.94000 -0.03453 45.50668 -0.93944 -0.34062 -0.03784 34.56283 -0.04733 0.01959 0.99869 1.15882
3494 -0.33807 0.94050 -0.03434 45.42898 -0.93992 -0.33925 -0.03823 34.60488 -0.04761 0.01935 0.99868 1.15892
3495 -0.34037 0.93950 -0.03856 45.33060 -0.93887 -0.34182 -0.04107 34.64440 -0.05177 0.02222 0.99841 1.15122
3496 -0.33810 0.94028 -0.03939 45.24729 -0.93968 -0.33960 -0.04096 34.66684 -0.05189 0.02316 0.99838 1.14835
3497 -0.33853 0.94021 -0.03745 45.14447 -0.93956 -0.33993 -0.04090 34.71712 -0.05119 0.02134 0.99846 1.14460
3498 -0.33558 0.94110 -0.04137 45.11855 -0.94065 -0.33713 -0.03895 34.71429 -0.05060 0.02584 0.99838 1.15482
3499 -0.33325 0.94184 -0.04340 45.02926 -0.94145 -0.33490 -0.03883 34.75530 -0.05111 0.02792 0.99830 1.15053
3500 -0.33389 0.94163 -0.04314 44.90334 -0.94120 -0.33554 -0.03944 34.80363 -0.05161 0.02744 0.99829 1.13734
3501 -0.33335 0.94220 -0.03369 44.82716 -0.94157 -0.33453 -0.03914 34.83805 -0.04815 0.01868 0.99867 1.13855
3502 -0.33388 0.94198 -0.03461 44.74610 -0.94108 -0.33521 -0.04467 34.86337 -0.05368 0.01765 0.99840 1.14325
3503 -0.33074 0.94294 -0.03855 44.71270 -0.94201 -0.33232 -0.04671 34.86598 -0.05685 0.02086 0.99816 1.13153
3504 -0.33128 0.94287 -0.03546 44.58918 -0.94213 -0.33260 -0.04212 34.90171 -0.05151 0.01946 0.99848 1.13231
3505 -0.32984 0.94341 -0.03431 44.50933 -0.94274 -0.33107 -0.04040 34.94123 -0.04947 0.01902 0.99859 1.13085
3506 -0.32794 0.94428 -0.02800 44.43585 -0.94361 -0.32884 -0.03822 34.97314 -0.04530 0.01389 0.99888 1.13137
3507 -0.32695 0.94465 -0.02713 44.35797 -0.94382 -0.32785 -0.04137 35.00954 -0.04798 0.01208 0.99878 1.13454
3508 -0.32683 0.94470 -0.02673 44.28507 -0.94389 -0.32771 -0.04100 35.02720 -0.04750 0.01183 0.99880 1.13286
3509 -0.32730 0.94451 -0.02781 44.18698 -0.94366 -0.32824 -0.04200 35.05494 -0.04880 0.01250 0.99873 1.12410
3510 -0.32550 0.94525 -0.02364 44.10619 -0.94464 -0.32618 -0.03547 35.07707 -0.04124 0.01079 0.99909 1.12882
3511 -0.32668 0.94488 -0.02221 44.00586 -0.94405 -0.32734 -0.04023 35.14303 -0.04529 0.00783 0.99894 1.12511
3512 -0.32447 0.94555 -0.02542 43.99074 -0.94473 -0.32529 -0.04080 35.14920 -0.04684 0.01078 0.99884 1.12787
3513 -0.32284 0.94599 -0.02957 43.87832 -0.94517 -0.32387 -0.04200 35.18468 -0.04931 0.01439 0.99868 1.10880
3514 -0.32258 0.94587 -0.03568 43.77309 -0.94514 -0.32393 -0.04231 35.20588 -0.05158 0.02008 0.99847 1.10932
3515 -0.32134 0.94646 -0.03090 43.68372 -0.94583 -0.32238 -0.03851 35.23039 -0.04641 0.01685 0.99878 1.11785
3516 -0.32001 0.94681 -0.03379 43.62515 -0.94628 -0.32117 -0.03757 35.26805 -0.04642 0.01995 0.99872 1.10896
3517 -0.32165 0.94622 -0.03485 43.52150 -0.94577 -0.32283 -0.03598 35.31329 -0.04529 0.02138 0.99874 1.10772
3518 -0.32151 0.94624 -0.03547 43.46322 -0.94565 -0.32279 -0.03952 35.33621 -0.04884 0.02084 0.99859 1.08887
3519 -0.32179 0.94638 -0.02845 43.36745 -0.94577 -0.32270 -0.03721 35.35621 -0.04440 0.01494 0.99890 1.10801
3520 -0.32111 0.94674 -0.02371 43.29984 -0.94577 -0.32188 -0.04382 35.39126 -0.04912 0.00836 0.99876 1.09977
3521 -0.32132 0.94671 -0.02210 43.21671 -0.94563 -0.32202 -0.04561 35.41485 -0.05030 0.00624 0.99871 1.09179
3522 -0.32138 0.94674 -0.02011 43.14859 -0.94579 -0.32197 -0.04264 35.44558 -0.04684 0.00532 0.99889 1.10625
3523 -0.32226 0.94626 -0.02707 43.05663 -0.94526 -0.32321 -0.04493 35.47401 -0.05127 0.01111 0.99862 1.09685
3524 -0.32190 0.94632 -0.02923 42.97511 -0.94547 -0.32292 -0.04247 35.50197 -0.04963 0.01397 0.99867 1.09081
3525 -0.32109 0.94651 -0.03197 42.90420 -0.94569 -0.32226 -0.04276 35.52740 -0.05077 0.01650 0.99857 1.09030
3526 -0.32096 0.94634 -0.03777 42.81508 -0.94581 -0.32235 -0.03925 35.57800 -0.04932 0.02312 0.99852 1.09172
3527 -0.32140 0.94611 -0.03980 42.71926 -0.94572 -0.32283 -0.03736 35.59532 -0.04820 0.02563 0.99851 1.09672
3528 -0.31817 0.94722 -0.03930 42.65090 -0.94696 -0.31951 -0.03431 35.61087 -0.04505 0.02630 0.99864 1.08732
3529 -0.32024 0.94677 -0.03266 42.54695 -0.94637 -0.32128 -0.03399 35.66455 -0.04268 0.02002 0.99889 1.07984
3530 -0.32016 0.94683 -0.03169 42.49867 -0.94623 -0.32123 -0.03808 35.69226 -0.04624 0.01779 0.99877 1.08084
3531 -0.32050 0.94667 -0.03302 42.42117 -0.94620 -0.32159 -0.03590 35.71090 -0.04460 0.01974 0.99881 1.08467
3532 -0.31948 0.94697 -0.03445 42.34234 -0.94658 -0.32061 -0.03463 35.72104 -0.04384 0.02155 0.99881 1.08182
3533 -0.32044 0.94656 -0.03670 42.23065 -0.94621 -0.32167 -0.03495 35.77245 -0.04489 0.02353 0.99871 1.07349
3534 -0.32219 0.94611 -0.03266 42.15262 -0.94573 -0.32322 -0.03365 35.80678 -0.04239 0.02005 0.99890 1.06196
3535 -0.32249 0.94608 -0.03067 42.08811 -0.94565 -0.32343 -0.03358 35.83628 -0.04169 0.01818 0.99897 1.08100
3536 -0.32342 0.94563 -0.03442 42.01168 -0.94530 -0.32451 -0.03318 35.85477 -0.04255 0.02180 0.99886 1.07077
3537 -0.32160 0.94619 -0.03597 41.93643 -0.94587 -0.32278 -0.03394 35.87737 -0.04372 0.02311 0.99878 1.06290
3538 -0.32161 0.94647 -0.02770 41.81989 -0.94604 -0.32242 -0.03248 35.91261 -0.03967 0.01576 0.99909 1.06781
3539 -0.32093 0.94684 -0.02249 41.76418 -0.94632 -0.32154 -0.03301 35.95924 -0.03848 0.01069 0.99920 1.07176
3540 -0.32218 0.94639 -0.02316 41.69328 -0.94590 -0.32281 -0.03269 35.99607 -0.03842 0.01137 0.99920 1.07183
3541 -0.32164 0.94655 -0.02443 41.62458 -0.94603 -0.32233 -0.03364 36.00005 -0.03971 0.01229 0.99914 1.06667
3542 -0.32096 0.94682 -0.02275 41.51664 -0.94623 -0.32160 -0.03496 36.02647 -0.04042 0.01031 0.99913 1.06718
3543 -0.32152 0.94667 -0.02100 41.42635 -0.94600 -0.32210 -0.03644 36.07338 -0.04126 0.00815 0.99912 1.05569
3544 -0.32058 0.94697 -0.02196 41.36294 -0.94635 -0.32120 -0.03532 36.11399 -0.04050 0.00946 0.99913 1.05991
3545 -0.32060 0.94697 -0.02150 41.27299 -0.94639 -0.32119 -0.03437 36.13473 -0.03945 0.00933 0.99918 1.06547
3546 -0.32108 0.94680 -0.02203 41.20146 -0.94613 -0.32171 -0.03675 36.15343 -0.04188 0.00904 0.99908 1.06024
3547 -0.31855 0.94774 -0.01781 41.12458 -0.94710 -0.31899 -0.03533 36.17691 -0.03917 0.00562 0.99922 1.05495
3548 -0.32125 0.94681 -0.01852 41.00837 -0.94606 -0.32174 -0.03811 36.23717 -0.04204 0.00527 0.99910 1.04916
3549 -0.32142 0.94668 -0.02221 40.94596 -0.94601 -0.32206 -0.03655 36.25203 -0.04176 0.00926 0.99908 1.04906
3550 -0.32144 0.94666 -0.02245 40.86564 -0.94605 -0.32208 -0.03547 36.27892 -0.04081 0.00984 0.99912 1.04316
3551 -0.32119 0.94678 -0.02103 40.80144 -0.94616 -0.32176 -0.03533 36.30135 -0.04022 0.00855 0.99915 1.05117
3552 -0.32230 0.94641 -0.02074 40.69932 -0.94582 -0.32285 -0.03440 36.34101 -0.03925 0.00853 0.99919 1.05714
3553 -0.32297 0.94616 -0.02170 40.61168 -0.94559 -0.32356 -0.03433 36.37561 -0.03951 0.00944 0.99917 1.05215
3554 -0.32261 0.94631 -0.02039 40.54282 -0.94582 -0.32313 -0.03176 36.40526 -0.03665 0.00904 0.99929 1.04158
3555 -0.32102 0.94686 -0.02010 40.47084 -0.94624 -0.32155 -0.03510 36.42814 -0.03970 0.00775 0.99918 1.03753
3556 -0.32176 0.94668 -0.01654 40.36998 -0.94606 -0.32215 -0.03454 36.45683 -0.03803 0.00453 0.99927 1.05440
3557 -0.32310 0.94619 -0.01824 40.29997 -0.94549 -0.32357 -0.03666 36.48600 -0.04059 0.00540 0.99916 1.04850
3558 -0.32310 0.94612 -0.02136 40.21580 -0.94550 -0.32369 -0.03559 36.51086 -0.04059 0.00870 0.99914 1.04079
3559 -0.32092 0.94692 -0.01873 40.15179 -0.94642 -0.32138 -0.03168 36.53305 -0.03602 0.00756 0.99932 1.04151
3560 -0.32104 0.94683 -0.02096 40.04991 -0.94636 -0.32157 -0.03149 36.57528 -0.03655 0.00972 0.99928 1.04996
3561 -0.32180 0.94622 -0.03326 39.94185 -0.94592 -0.32282 -0.03198 36.62178 -0.04100 0.02117 0.99893 1.03597
3562 -0.32187 0.94602 -0.03803 39.88103 -0.94578 -0.32312 -0.03315 36.64893 -0.04365 0.02530 0.99873 1.01920
3563 -0.32176 0.94610 -0.03691 39.79580 -0.94589 -0.32293 -0.03191 36.67263 -0.04211 0.02464 0.99881 1.01515
3564 -0.32201 0.94622 -0.03118 39.71037 -0.94576 -0.32300 -0.03466 36.68636 -0.04287 0.01833 0.99891 1.02009
3565 -0.32215 0.94639 -0.02387 39.63191 -0.94591 -0.32280 -0.03239 36.71640 -0.03836 0.01214 0.99919 1.04539
3566 -0.32146 0.94668 -0.02140 39.56671 -0.94616 -0.32203 -0.03283 36.75298 -0.03797 0.00969 0.99923 1.03811
3567 -0.32243 0.94637 -0.02056 39.47983 -0.94579 -0.32298 -0.03413 36.78828 -0.03894 0.00844 0.99921 1.02191
3568 -0.32145 0.94667 -0.02197 39.39328 -0.94606 -0.32206 -0.03523 36.81861 -0.04043 0.00946 0.99914 1.01052
3569 -0.32188 0.94648 -0.02380 39.31622 -0.94577 -0.32259 -0.03816 36.83666 -0.04380 0.01023 0.99899 1.00461
3570 -0.32408 0.94580 -0.02085 39.21411 -0.94510 -0.32466 -0.03710 36.87802 -0.04185 0.00768 0.99909 1.02669
3571 -0.32528 0.94531 -0.02426 39.16336 -0.94464 -0.32600 -0.03720 36.89387 -0.04307 0.01082 0.99901 1.02348
3572 -0.32466 0.94541 -0.02829 39.07324 -0.94494 -0.32551 -0.03374 36.92750 -0.04111 0.01578 0.99903 1.00993
3573 -0.32438 0.94559 -0.02520 38.96187 -0.94521 -0.32506 -0.03020 36.95017 -0.03675 0.01403 0.99923 1.00840
3574 -0.32222 0.94642 -0.02153 38.90015 -0.94610 -0.32273 -0.02732 37.00530 -0.03281 0.01156 0.99939 1.02102
3575 -0.32268 0.94635 -0.01752 38.83001 -0.94589 -0.32308 -0.03011 37.04610 -0.03415 0.00686 0.99939 1.01715
3576 -0.32779 0.94456 -0.01924 38.73178 -0.94402 -0.32827 -0.03273 37.05475 -0.03723 0.00743 0.99928 1.01738
3577 -0.32974 0.94385 -0.02059 38.65188 -0.94350 -0.33022 -0.02742 37.08019 -0.03268 0.01039 0.99941 1.01885
3578 -0.32659 0.94492 -0.02148 38.61211 -0.94465 -0.32707 -0.02550 37.08504 -0.03112 0.01196 0.99944 0.99580
3579 -0.32427 0.94574 -0.02050 38.49293 -0.94552 -0.32470 -0.02370 37.15656 -0.02907 0.01169 0.99951 0.99669
3580 -0.32555 0.94530 -0.02043 38.39425 -0.94508 -0.32598 -0.02343 37.20683 -0.02881 0.01168 0.99952 0.99724
3581 -0.32601 0.94509 -0.02280 38.32836 -0.94488 -0.32652 -0.02422 37.21975 -0.03033 0.01365 0.99945 1.00411
3582 -0.32572 0.94515 -0.02444 38.26313 -0.94497 -0.32628 -0.02386 37.22166 -0.03052 0.01532 0.99942 0.99819
3583 -0.32588 0.94506 -0.02587 38.17276 -0.94493 -0.32646 -0.02285 37.24666 -0.03004 0.01700 0.99940 0.99322
3584 -0.32580 0.94515 -0.02322 38.08602 -0.94494 -0.32633 -0.02437 37.29934 -0.03061 0.01400 0.99943 0.99191
3585 -0.32560 0.94529 -0.02004 37.99909 -0.94502 -0.32604 -0.02505 37.34315 -0.03021 0.01079 0.99949 1.00223
3586 -0.32521 0.94540 -0.02143 37.91936 -0.94513 -0.32570 -0.02551 37.38131 -0.03110 0.01196 0.99944 0.99699
3587 -0.32582 0.94520 -0.02077 37.84610 -0.94487 -0.32631 -0.02738 37.39340 -0.03266 0.01070 0.99941 0.98681
3588 -0.32415 0.94582 -0.01857 37.77065 -0.94544 -0.32458 -0.02819 37.40638 -0.03270 0.00842 0.99943 0.98076
3589 -0.32612 0.94520 -0.01541 37.68602 -0.94482 -0.32644 -0.02733 37.44082 -0.03087 0.00565 0.99951 0.98911
3590 -0.32726 0.94479 -0.01633 37.61029 -0.94444 -0.32760 -0.02655 37.48022 -0.03044 0.00674 0.99951 0.99785
3591 -0.33027 0.94372 -0.01798 37.52164 -0.94341 -0.33065 -0.02561 37.51511 -0.03011 0.00851 0.99951 1.00464
3592 -0.33356 0.94257 -0.01756 37.43677 -0.94225 -0.33392 -0.02584 37.54871 -0.03021 0.00793 0.99951 0.97427
3593 -0.33747 0.94123 -0.01445 37.35406 -0.94093 -0.33773 -0.02420 37.57557 -0.02766 0.00543 0.99960 0.99055
3594 -0.34081 0.94003 -0.01380 37.28763 -0.93968 -0.34106 -0.02623 37.60418 -0.02936 0.00403 0.99956 0.98432
3595 -0.34405 0.93883 -0.01493 37.20856 -0.93851 -0.34433 -0.02507 37.63616 -0.02868 0.00538 0.99957 0.98619
3596 -0.34815 0.93730 -0.01596 37.11731 -0.93697 -0.34846 -0.02560 37.66791 -0.02956 0.00604 0.99954 0.98015
3597 -0.35052 0.93644 -0.01448 37.03684 -0.93615 -0.35079 -0.02393 37.70125 -0.02749 0.00517 0.99961 0.97856
3598 -0.35392 0.93520 -0.01212 36.96121 -0.93490 -0.35411 -0.02363 37.73423 -0.02639 0.00297 0.99965 0.97372
3599 -0.35664 0.93418 -0.01021 36.89046 -0.93390 -0.35679 -0.02321 37.76533 -0.02533 0.00126 0.99968 0.97654
3600 -0.36010 0.93283 -0.01280 36.82090 -0.93253 -0.36031 -0.02369 37.79906 -0.02671 0.00340 0.99964 0.97489
3601 -0.36330 0.93160 -0.01168 36.73067 -0.93133 -0.36348 -0.02236 37.82984 -0.02508 0.00275 0.99968 0.97584
3602 -0.36613 0.93043 -0.01567 36.66012 -0.93018 -0.36641 -0.02256 37.85016 -0.02673 0.00632 0.99962 0.97665
3603 -0.36923 0.92909 -0.02144 36.57576 -0.92896 -0.36964 -0.02014 37.87953 -0.02664 0.01248 0.99957 0.97612
3604 -0.37446 0.92715 -0.01309 36.47922 -0.92697 -0.37466 -0.01869 37.96097 -0.02224 0.00514 0.99974 0.97883
3605 -0.38276 0.92344 -0.02749 36.42000 -0.92360 -0.38318 -0.01166 37.95942 -0.02130 0.02092 0.99955 0.96825
3606 -0.38366 0.92300 -0.02957 36.35791 -0.92323 -0.38409 -0.01057 37.99275 -0.02112 0.02324 0.99951 0.96656
3607 -0.38901 0.92082 -0.02753 36.26435 -0.92098 -0.38943 -0.01200 38.02468 -0.02178 0.02069 0.99955 0.96191
3608 -0.39248 0.91943 -0.02477 36.18487 -0.91951 -0.39286 -0.01261 38.07385 -0.02132 0.01783 0.99961 0.95903
3609 -0.39489 0.91836 -0.02592 36.12263 -0.91848 -0.39528 -0.01234 38.10515 -0.02158 0.01893 0.99959 0.93962
3610 -0.39802 0.91686 -0.03086 36.04052 -0.91707 -0.39853 -0.01241 38.14726 -0.02367 0.02337 0.99945 0.95284
3611 -0.40266 0.91496 -0.02653 35.95531 -0.91509 -0.40307 -0.01199 38.17478 -0.02166 0.01945 0.99958 0.96986
3612 -0.40355 0.91468 -0.02256 35.88391 -0.91478 -0.40384 -0.00964 38.19898 -0.01793 0.01675 0.99970 0.97449
3613 -0.40810 0.91215 -0.03783 35.77894 -0.91265 -0.40866 -0.00800 38.27393 -0.02276 0.03126 0.99925 0.94997
3614 -0.41110 0.91078 -0.03837 35.72040 -0.91135 -0.41159 -0.00559 38.29490 -0.02088 0.03267 0.99925 0.98364
3615 -0.41403 0.90864 -0.05441 35.64033 -0.90982 -0.41496 -0.00654 38.32774 -0.02852 0.04679 0.99850 0.91601
3616 -0.41760 0.90645 -0.06290 35.54189 -0.90808 -0.41876 -0.00595 38.36860 -0.03173 0.05463 0.99800 0.92944
3617 -0.41978 0.90532 -0.06464 35.47730 -0.90713 -0.42083 -0.00290 38.40663 -0.02983 0.05742 0.99790 0.93114
